summary,actions,datatypes
"The mobile app is a comprehensive tool developed by experts to guide you in performing correct pelvic floor exercises for rehabilitation and strengthening after pregnancy, with features like reminders, photos, videos, and sound files available across different experience levels.","The user selects their preferred exercise level from beginner, slightly experienced, or very experienced.",['exercise level']
"The mobile app offers up to 75% off on fashion, lifestyle brands with live and upcoming deals, exclusive discounts, and special seasonal sales, available in select European countries.","The user searches for bargains on fashion, home, and premium items.","['search history', 'shopping preferences', 'budget considerations']"
"The mobile app offers up to 75% off on fashion, lifestyle brands with live and upcoming deals, exclusive discounts, and special seasonal sales, available in select European countries.",The user benefits from deals with up to 75% off on the latest trends.,"{'Personal data': ['shopping preferences', 'purchase history', 'discount preferences']}"
"The mobile app offers up to 75% off on fashion, lifestyle brands with live and upcoming deals, exclusive discounts, and special seasonal sales, available in select European countries.",The user checks live and upcoming offers on the app.,"['location', 'interests', 'purchase history']"
"The mobile app offers up to 75% off on fashion, lifestyle brands with live and upcoming deals, exclusive discounts, and special seasonal sales, available in select European countries.",The user explores exclusive brands reduced by up to 75%.,"['shopping preferences', 'brand preferences', 'discount preferences']"
"The mobile app offers up to 75% off on fashion, lifestyle brands with live and upcoming deals, exclusive discounts, and special seasonal sales, available in select European countries.",The user reads information about the app's availability in different countries.,"['location', 'app availability', 'country preferences']"
"The mobile app offers hundreds of cocktail recipes, a backup and restore feature, a discover function for making drinks with available ingredients, a shopping list generator, the ability to add custom recipes and ingredients, drink ratings, quick searching, and more.",The user backs up and restores all iBartender user data to the cloud.,"['cocktail recipes', 'ingredients', 'favorite drinks', 'settings']"
"The mobile app offers hundreds of cocktail recipes, a backup and restore feature, a discover function for making drinks with available ingredients, a shopping list generator, the ability to add custom recipes and ingredients, drink ratings, quick searching, and more.","The user views recipes for popular mixed drinks, cocktails, and shots.","{'Personal data': ['drink recipes', 'alcohol preferences', 'taste preferences']}"
"The mobile app offers hundreds of cocktail recipes, a backup and restore feature, a discover function for making drinks with available ingredients, a shopping list generator, the ability to add custom recipes and ingredients, drink ratings, quick searching, and more.",The user discovers drinks they can make with available ingredients.,"{'personal data': ['available ingredients', 'preferred flavors', 'allergies or dietary restrictions']}"
"The mobile app offers hundreds of cocktail recipes, a backup and restore feature, a discover function for making drinks with available ingredients, a shopping list generator, the ability to add custom recipes and ingredients, drink ratings, quick searching, and more.",The user uses the 'Shopping List' feature to create a shopping list of missing ingredients based on available ingredients and favorite drinks.,"['shopping list items', 'available ingredients', 'favorite drinks']"
"The mobile app offers hundreds of cocktail recipes, a backup and restore feature, a discover function for making drinks with available ingredients, a shopping list generator, the ability to add custom recipes and ingredients, drink ratings, quick searching, and more.",The user adds their own drink recipes.,"['drink recipes', 'ingredient preferences', 'mixing techniques', 'flavor preferences']"
"The mobile app offers hundreds of cocktail recipes, a backup and restore feature, a discover function for making drinks with available ingredients, a shopping list generator, the ability to add custom recipes and ingredients, drink ratings, quick searching, and more.",The user adds their own ingredients.,"['food preferences', 'allergies', 'cooking skills', 'dietary restrictions']"
"The mobile app offers hundreds of cocktail recipes, a backup and restore feature, a discover function for making drinks with available ingredients, a shopping list generator, the ability to add custom recipes and ingredients, drink ratings, quick searching, and more.",The user rates drinks and views top rated and most popular drinks.,"['drink ratings', 'top rated drinks', 'most popular drinks']"
"The mobile app offers hundreds of cocktail recipes, a backup and restore feature, a discover function for making drinks with available ingredients, a shopping list generator, the ability to add custom recipes and ingredients, drink ratings, quick searching, and more.",The user performs quick partial name searching.,"['names', 'search history', 'contacts']"
"The mobile app offers hundreds of cocktail recipes, a backup and restore feature, a discover function for making drinks with available ingredients, a shopping list generator, the ability to add custom recipes and ingredients, drink ratings, quick searching, and more.",The user emails drink recipes.,"{'Personal data': ['drink recipes', 'email address']}"
"The mobile app is a video surveillance tool specifically designed for viewing up to 16 cameras connected to S-VIDIA brand security video servers, offering low bandwidth usage and the ability to manage multiple connection profiles.",App only works with S-VIDIA brand security video recorders.,{'personal data': []}
"The mobile app allows for quick and efficient customization of SANELA devices with Bluetooth capabilities, providing easy access to device information, settings, password protection, and the ability to change device names and perform various functions such as resetting to factory settings, water refill in siphon off/on for urinals, valve function check, and device on/off control.",The user sets individual parameters of SANELA devices that contain a Bluetooth module.,"{'personal_data': ['device settings', 'Bluetooth module data']}"
"The mobile app allows for quick and efficient customization of SANELA devices with Bluetooth capabilities, providing easy access to device information, settings, password protection, and the ability to change device names and perform various functions such as resetting to factory settings, water refill in siphon off/on for urinals, valve function check, and device on/off control.",The app offers password protection for security.,['passwords']
"The mobile app allows for quick and efficient customization of SANELA devices with Bluetooth capabilities, providing easy access to device information, settings, password protection, and the ability to change device names and perform various functions such as resetting to factory settings, water refill in siphon off/on for urinals, valve function check, and device on/off control.",The user can select one of the offered devices and start communicating and changing parameters.,"['device preferences', 'communication data', 'settings']"
"The mobile app offers Amsterdam Audio Tours for exploring the fascinating area of Amsterdam with virtual guides and experts, providing interactive stories and insights on various topics while navigating through the Red Light District using GPS and offline capabilities.",The user listens to audio tours about Amsterdam's Red Light District.,"['location (Amsterdam)', 'interest in Amsterdam', 'audio tour preferences']"
"The mobile app offers Amsterdam Audio Tours for exploring the fascinating area of Amsterdam with virtual guides and experts, providing interactive stories and insights on various topics while navigating through the Red Light District using GPS and offline capabilities.",The user explores the city with the help of a virtual tour guide named Sophie.,"['location data', 'interests', 'preferred activities', 'tour preferences']"
"The mobile app offers Amsterdam Audio Tours for exploring the fascinating area of Amsterdam with virtual guides and experts, providing interactive stories and insights on various topics while navigating through the Red Light District using GPS and offline capabilities.",The user interacts with 22 virtual experts providing insights on various topics.,"['topics of interest', 'preferred learning style', 'question history']"
"The mobile app offers Amsterdam Audio Tours for exploring the fascinating area of Amsterdam with virtual guides and experts, providing interactive stories and insights on various topics while navigating through the Red Light District using GPS and offline capabilities.","The user can play, pause, stop, and respond to the audio content at their own pace.","['audio content', 'playback preferences']"
"The mobile app offers Amsterdam Audio Tours for exploring the fascinating area of Amsterdam with virtual guides and experts, providing interactive stories and insights on various topics while navigating through the Red Light District using GPS and offline capabilities.","The app features stories, images, GPS navigation, interactive maps, instructions, and city highlights.","['location data', 'images', 'travel preferences']"
"The mobile app offers a simple, friendly, and intuitive shopping experience with a wide range of products available for quick and secure purchase, offering the option for home delivery or in-store pickup, as well as the ability to save desired items in a wishlist and choose payment methods like cash on delivery or interest-free installments.",The user enjoys a complete online and in-store shopping experience.,"['purchased items', 'shopping preferences', 'payment information', 'location data']"
"The mobile app offers a simple, friendly, and intuitive shopping experience with a wide range of products available for quick and secure purchase, offering the option for home delivery or in-store pickup, as well as the ability to save desired items in a wishlist and choose payment methods like cash on delivery or interest-free installments.",The user quickly and securely purchases desired products.,"['purchase history', 'payment information', 'shipping address', 'shopping preferences']"
"The mobile app offers a simple, friendly, and intuitive shopping experience with a wide range of products available for quick and secure purchase, offering the option for home delivery or in-store pickup, as well as the ability to save desired items in a wishlist and choose payment methods like cash on delivery or interest-free installments.","The user has all offers in one place, whether they want perfumes, cosmetics, beverages, toys, appliances, or IT products.","{'personal_data': ['shopping preferences', 'interests in perfumes', 'interests in cosmetics', 'interests in beverages', 'interests in toys', 'interests in appliances', 'interests in IT products']}"
"The mobile app offers a simple, friendly, and intuitive shopping experience with a wide range of products available for quick and secure purchase, offering the option for home delivery or in-store pickup, as well as the ability to save desired items in a wishlist and choose payment methods like cash on delivery or interest-free installments.",The user can save desired products in the wishlist section and track their availability.,"['saved products', 'wishlist items', 'availability status']"
"The mobile app offers a simple, friendly, and intuitive shopping experience with a wide range of products available for quick and secure purchase, offering the option for home delivery or in-store pickup, as well as the ability to save desired items in a wishlist and choose payment methods like cash on delivery or interest-free installments.",The user tries the ALTEX application.,"{'Personal data': ['user activity within the app', 'device information', 'location data']}"
"The mobile app allows users to read sensor data from iPhone, iPad, and Apple Watch, enabling storage in CSV or JSON formats, streaming via TCP/UDP, sending via HTTP requests, and various logging options with different frequencies for different sensors, as well as supporting integration with HealthKit data from Apple Watch.","The user can read sensor data from iPhone, iPad, and Apple Watch using the SensorLog app.","['location data', 'health data', 'activity data', 'device information']"
"The mobile app allows users to read sensor data from iPhone, iPad, and Apple Watch, enabling storage in CSV or JSON formats, streaming via TCP/UDP, sending via HTTP requests, and various logging options with different frequencies for different sensors, as well as supporting integration with HealthKit data from Apple Watch.","Sensordata can be saved in CSV or JSON format, streamed via TCP/UDP, or sent as an HTTP request.",{'sensordata': 'video recordings'}
"The mobile app allows users to read sensor data from iPhone, iPad, and Apple Watch, enabling storage in CSV or JSON formats, streaming via TCP/UDP, sending via HTTP requests, and various logging options with different frequencies for different sensors, as well as supporting integration with HealthKit data from Apple Watch.",SensorLog supports Core ML models created with Apple's Create ML App.,{'Personal data': []}
"The mobile app allows users to read sensor data from iPhone, iPad, and Apple Watch, enabling storage in CSV or JSON formats, streaming via TCP/UDP, sending via HTTP requests, and various logging options with different frequencies for different sensors, as well as supporting integration with HealthKit data from Apple Watch.",HealthKit data from Apple Watch can be exported and analyzed using the SensorLog Watch app.,"{'Personal data': ['health data', 'physical activity', 'heart rate', 'sleep patterns', 'calories burned']}"
"The mobile app allows users to read sensor data from iPhone, iPad, and Apple Watch, enabling storage in CSV or JSON formats, streaming via TCP/UDP, sending via HTTP requests, and various logging options with different frequencies for different sensors, as well as supporting integration with HealthKit data from Apple Watch.",Logging on Apple Watch can be controlled using Siri and Shortcuts.,"['Apple Watch usage data', 'Siri commands', 'Shortcuts usage data']"
"The mobile app offers discounts, deals, and rewards with CU data, including loyalty points, vouchers, and refill options, plus exclusive offers with 1+1 CU Around and MB gifts for users.","The user logs in, verifies, with the CU data","{'Personal data': ['username', 'password', 'verification method', 'CU data']}"
"The mobile app offers discounts, deals, and rewards with CU data, including loyalty points, vouchers, and refill options, plus exclusive offers with 1+1 CU Around and MB gifts for users.",You receive a call,"{'Personal data': [""caller's phone number"", ""caller's name (if provided)"", 'call duration', 'call timestamp']}"
"The mobile app offers discounts, deals, and rewards with CU data, including loyalty points, vouchers, and refill options, plus exclusive offers with 1+1 CU Around and MB gifts for users.",You collect promotions only for you,"['shopping preferences', 'location', 'interests']"
"The mobile app from Bank of Ireland allows users to conveniently manage their banking needs on the go, with features such as biometric login, card management, applying for loans, checking balances, making payments, and more.",The user logs in to Bank of Ireland Mobile Banking using biometric authentication.,"['biometric data', 'account information', 'login credentials', 'device information']"
"The mobile app from Bank of Ireland allows users to conveniently manage their banking needs on the go, with features such as biometric login, card management, applying for loans, checking balances, making payments, and more.",The user manages their cards from their mobile device.,"['card details', 'transaction history', 'payment preferences']"
"The mobile app from Bank of Ireland allows users to conveniently manage their banking needs on the go, with features such as biometric login, card management, applying for loans, checking balances, making payments, and more.","The user applies for a mortgage, personal loan, or overdraft through the app.","['financial information', 'credit history', 'employment details', 'personal identification']"
"The mobile app from Bank of Ireland allows users to conveniently manage their banking needs on the go, with features such as biometric login, card management, applying for loans, checking balances, making payments, and more.","The user gets insurance for home, car, travel, and family using the app.","['home address', 'car details', 'travel plans', 'family member information']"
"The mobile app from Bank of Ireland allows users to conveniently manage their banking needs on the go, with features such as biometric login, card management, applying for loans, checking balances, making payments, and more.",The user checks their balances and transaction history.,"['account balances', 'transaction history']"
"The mobile app from Bank of Ireland allows users to conveniently manage their banking needs on the go, with features such as biometric login, card management, applying for loans, checking balances, making payments, and more.",The user pays other Bank of Ireland customers through their mobile phone numbers.,"['mobile phone numbers', 'transaction amounts', 'transaction dates', 'transaction recipients']"
"The mobile app from Bank of Ireland allows users to conveniently manage their banking needs on the go, with features such as biometric login, card management, applying for loans, checking balances, making payments, and more.",The user views and exports statements for the last 7 years.,"['financial statements', 'income', 'expenses', 'account transactions']"
"The mobile app from Bank of Ireland allows users to conveniently manage their banking needs on the go, with features such as biometric login, card management, applying for loans, checking balances, making payments, and more.","The user sets up, amends, or cancels standing orders through the app.","['bank account details', 'transaction amounts', 'payment recipients', 'payment schedules']"
"The mobile app from Bank of Ireland allows users to conveniently manage their banking needs on the go, with features such as biometric login, card management, applying for loans, checking balances, making payments, and more.",The user gives the registered device a unique name for identification.,['device name']
"The mobile app is a comprehensive companion for Tesla vehicles, offering convenient features such as using your watch as a vehicle key, monitoring charge status, controlling vehicle functions, and ensuring security and privacy through direct communication with Tesla API servers.","The user pairs their watch as a vehicle key for their Tesla, similar to using a phone.","['watch pairing data', 'vehicle make and model', 'location data']"
"The mobile app is a comprehensive companion for Tesla vehicles, offering convenient features such as using your watch as a vehicle key, monitoring charge status, controlling vehicle functions, and ensuring security and privacy through direct communication with Tesla API servers.",The user receives a notification if their vehicle is in a pre-configured location and not plugged in.,"['vehicle location', 'plug status']"
"The mobile app is a comprehensive companion for Tesla vehicles, offering convenient features such as using your watch as a vehicle key, monitoring charge status, controlling vehicle functions, and ensuring security and privacy through direct communication with Tesla API servers.",The user adds a graphic corner complication to their watch face for easy access to various vehicle indicators.,"['watch face customization preferences', 'vehicle indicators of interest']"
"The mobile app is a comprehensive companion for Tesla vehicles, offering convenient features such as using your watch as a vehicle key, monitoring charge status, controlling vehicle functions, and ensuring security and privacy through direct communication with Tesla API servers.",The user views the energy added during and after a charging session.,"['energy usage data', 'charging session duration', 'location data']"
"The mobile app is a comprehensive companion for Tesla vehicles, offering convenient features such as using your watch as a vehicle key, monitoring charge status, controlling vehicle functions, and ensuring security and privacy through direct communication with Tesla API servers.",The user queues up commands on the watch for background execution when the vehicle is awake.,"['location data', 'vehicle status', 'commands', 'user preferences']"
"The mobile app is a comprehensive companion for Tesla vehicles, offering convenient features such as using your watch as a vehicle key, monitoring charge status, controlling vehicle functions, and ensuring security and privacy through direct communication with Tesla API servers.",The user unlocks the vehicle and charge port from the watch if a charging cable is attached.,"['vehicle location', 'charging status', 'watch device data']"
"The mobile app is a comprehensive companion for Tesla vehicles, offering convenient features such as using your watch as a vehicle key, monitoring charge status, controlling vehicle functions, and ensuring security and privacy through direct communication with Tesla API servers.",The user configures background updates for reducing phantom drain or disabling them entirely.,"['device model', 'battery usage data', 'location data']"
"The mobile app is a comprehensive companion for Tesla vehicles, offering convenient features such as using your watch as a vehicle key, monitoring charge status, controlling vehicle functions, and ensuring security and privacy through direct communication with Tesla API servers.",The user sets the charge limit and starts charging the vehicle from the watch.,"['vehicle type', 'charging preferences']"
"The mobile app is a comprehensive companion for Tesla vehicles, offering convenient features such as using your watch as a vehicle key, monitoring charge status, controlling vehicle functions, and ensuring security and privacy through direct communication with Tesla API servers.",The user activates the HVAC system remotely from the watch for a cool vehicle.,"['location data', 'vehicle type', 'temperature preference', 'time of activation']"
"The mobile app is a comprehensive companion for Tesla vehicles, offering convenient features such as using your watch as a vehicle key, monitoring charge status, controlling vehicle functions, and ensuring security and privacy through direct communication with Tesla API servers.",The user switches the display between time remaining and time of expected completion while charging.,"['device charging status', 'time remaining', 'expected completion time']"
"The mobile app is a secure tool for Tatra banka clients to generate codes for logging in, activating, or authorizing transactions in electronic channels, offering activation options through facial biometrics, at a branch, or by phone, with features such as setting a login password and fingerprint for convenient login, requiring an Internet connection for activation and updating but can be used offline, and accessible for iOS 14 and higher devices.",The user activates the Reader application using facial biometrics.,['facial biometrics']
"The mobile app is a secure tool for Tatra banka clients to generate codes for logging in, activating, or authorizing transactions in electronic channels, offering activation options through facial biometrics, at a branch, or by phone, with features such as setting a login password and fingerprint for convenient login, requiring an Internet connection for activation and updating but can be used offline, and accessible for iOS 14 and higher devices.",The user sets a login password during activation of the Reader application.,['login password']
"The mobile app is a secure tool for Tatra banka clients to generate codes for logging in, activating, or authorizing transactions in electronic channels, offering activation options through facial biometrics, at a branch, or by phone, with features such as setting a login password and fingerprint for convenient login, requiring an Internet connection for activation and updating but can be used offline, and accessible for iOS 14 and higher devices.",The user sets a fingerprint for more convenient login in the Reader application.,"['fingerprint data', 'login preferences']"
"The mobile app is a secure tool for Tatra banka clients to generate codes for logging in, activating, or authorizing transactions in electronic channels, offering activation options through facial biometrics, at a branch, or by phone, with features such as setting a login password and fingerprint for convenient login, requiring an Internet connection for activation and updating but can be used offline, and accessible for iOS 14 and higher devices.",The Reader application can be used offline after activation.,['activation status']
"The mobile app allows users to connect with others for free video calls, messaging, and personalized news, as well as utilize Bing GPT-4 for trip planning, jokes, film recommendations, and creative questions, and offers additional features like a second phone number and various permissions for enhanced functionality.",The user asks Bing in 1:1 or group chat for help planning a trip to Europe this summer.,"['trip planning details', 'destination (Europe)', 'travel dates (summer)', 'preferences (1:1 or group chat)', 'location (inferred)']"
"The mobile app allows users to connect with others for free video calls, messaging, and personalized news, as well as utilize Bing GPT-4 for trip planning, jokes, film recommendations, and creative questions, and offers additional features like a second phone number and various permissions for enhanced functionality.",The user asks Bing in 1:1 or group chat to write a dad joke and translate it into any language.,"['chat messages', 'translation requests']"
"The mobile app allows users to connect with others for free video calls, messaging, and personalized news, as well as utilize Bing GPT-4 for trip planning, jokes, film recommendations, and creative questions, and offers additional features like a second phone number and various permissions for enhanced functionality.",The user asks Bing in 1:1 or group chat for film recommendations.,"['film preferences', 'chat history', 'location', 'device information']"
"The mobile app allows users to connect with others for free video calls, messaging, and personalized news, as well as utilize Bing GPT-4 for trip planning, jokes, film recommendations, and creative questions, and offers additional features like a second phone number and various permissions for enhanced functionality.",The user unleashes their creativity using ChatGPT in Skype.,"['creative content', 'usage data', 'chat logs', 'topics of interest']"
"The mobile app allows users to connect with others for free video calls, messaging, and personalized news, as well as utilize Bing GPT-4 for trip planning, jokes, film recommendations, and creative questions, and offers additional features like a second phone number and various permissions for enhanced functionality.",The user makes free video calls with up to 100 people.,"['video calls', 'participant list', 'audio data', 'video data']"
"The mobile app allows users to connect with others for free video calls, messaging, and personalized news, as well as utilize Bing GPT-4 for trip planning, jokes, film recommendations, and creative questions, and offers additional features like a second phone number and various permissions for enhanced functionality.",The user sends and receives text messages.,"['text messages', 'contact list', 'message content']"
"The mobile app allows users to connect with others for free video calls, messaging, and personalized news, as well as utilize Bing GPT-4 for trip planning, jokes, film recommendations, and creative questions, and offers additional features like a second phone number and various permissions for enhanced functionality.",The user uses ChatGPT with others.,"['chat messages', 'user preferences', 'conversation history']"
"The mobile app allows users to connect with others for free video calls, messaging, and personalized news, as well as utilize Bing GPT-4 for trip planning, jokes, film recommendations, and creative questions, and offers additional features like a second phone number and various permissions for enhanced functionality.",The user sends voice messages and emojis.,"['voice messages', 'emojis']"
"The mobile app allows users to connect with others for free video calls, messaging, and personalized news, as well as utilize Bing GPT-4 for trip planning, jokes, film recommendations, and creative questions, and offers additional features like a second phone number and various permissions for enhanced functionality.",The user shares their screen to show what they're working on.,"['screen content', 'work projects', 'software applications']"
"The mobile app allows users to connect with others for free video calls, messaging, and personalized news, as well as utilize Bing GPT-4 for trip planning, jokes, film recommendations, and creative questions, and offers additional features like a second phone number and various permissions for enhanced functionality.",The user subscribes to additional Skype services to call landlines and mobiles at affordable prices.,"['account information', 'payment details', 'call history', 'preferences']"
"The mobile app allows users to connect with others for free video calls, messaging, and personalized news, as well as utilize Bing GPT-4 for trip planning, jokes, film recommendations, and creative questions, and offers additional features like a second phone number and various permissions for enhanced functionality.",The user receives free personalized news from Skype's Today tab.,"['news preferences', 'location', 'interests', 'inferred age']"
"The mobile app allows users to connect with others for free video calls, messaging, and personalized news, as well as utilize Bing GPT-4 for trip planning, jokes, film recommendations, and creative questions, and offers additional features like a second phone number and various permissions for enhanced functionality.",The user accesses Skype-to-Skype calls for free.,"['Skype username', 'call history', 'online status', 'contact list']"
"The mobile app allows users to connect with others for free video calls, messaging, and personalized news, as well as utilize Bing GPT-4 for trip planning, jokes, film recommendations, and creative questions, and offers additional features like a second phone number and various permissions for enhanced functionality.","The user grants optional permissions for Contacts, Microphone, Camera, Location, Photo Library, Notifications, Siri, Calendar, and Motion Usage.","['contacts', 'microphone', 'camera', 'location', 'photo library', 'notifications', 'Siri', 'calendar', 'motion usage']"
"The mobile app allows users to conveniently view and browse Instagram stories anonymously, without requiring a username or password, and offers various features such as dark and white mode, no in-app purchases, and sharing full-size avatars.",The user browses stories in a convenient format.,"['reading preferences', 'device type']"
"The mobile app allows users to conveniently view and browse Instagram stories anonymously, without requiring a username or password, and offers various features such as dark and white mode, no in-app purchases, and sharing full-size avatars.",The user creates lists of selected stories.,"['selected stories', 'reading preferences']"
"The mobile app allows users to conveniently view and browse Instagram stories anonymously, without requiring a username or password, and offers various features such as dark and white mode, no in-app purchases, and sharing full-size avatars.",The user views profile pictures in high quality.,['profile pictures']
"The mobile app allows users to conveniently view and browse Instagram stories anonymously, without requiring a username or password, and offers various features such as dark and white mode, no in-app purchases, and sharing full-size avatars.",The app does not require a username or password for user safety.,['user safety']
"The mobile app allows users to conveniently view and browse Instagram stories anonymously, without requiring a username or password, and offers various features such as dark and white mode, no in-app purchases, and sharing full-size avatars.",The app does not host any Instagram stories.,{'Personal data': []}
"The mobile app allows users to conveniently view and browse Instagram stories anonymously, without requiring a username or password, and offers various features such as dark and white mode, no in-app purchases, and sharing full-size avatars.",The user can view and share full-size avatars.,['avatars']
"The mobile app allows users to conveniently view and browse Instagram stories anonymously, without requiring a username or password, and offers various features such as dark and white mode, no in-app purchases, and sharing full-size avatars.",The user can repost stories without watermarks.,"['user-generated content', 'reposted stories', 'watermark removal preference']"
"The mobile app allows users to conveniently view and browse Instagram stories anonymously, without requiring a username or password, and offers various features such as dark and white mode, no in-app purchases, and sharing full-size avatars.",The user can access 50 stickers for the iMessage app.,"['iMessage app usage', 'sticker preferences']"
"The mobile app features a variety of functions including waking up and going to sleep to music, exclusive designer clocks, weather updates, countdown to events, a multifunctional timer, and a built-in flashlight.",The user sets multiple alarms with different tunes.,"['alarm settings', 'tune preferences']"
"The mobile app features a variety of functions including waking up and going to sleep to music, exclusive designer clocks, weather updates, countdown to events, a multifunctional timer, and a built-in flashlight.",The user goes to sleep to their favorite songs or white noise.,"{'Personal data': ['favorite songs', 'white noise preferences']}"
"The mobile app features a variety of functions including waking up and going to sleep to music, exclusive designer clocks, weather updates, countdown to events, a multifunctional timer, and a built-in flashlight.",The user creates their own playlist with their favorite songs.,"['songs', 'music preferences', 'playlist', 'listening habits']"
"The mobile app features a variety of functions including waking up and going to sleep to music, exclusive designer clocks, weather updates, countdown to events, a multifunctional timer, and a built-in flashlight.",The app shows weather conditions and temperature in any location chosen by the user.,['location chosen by the user']
"The mobile app features a variety of functions including waking up and going to sleep to music, exclusive designer clocks, weather updates, countdown to events, a multifunctional timer, and a built-in flashlight.",The app provides a countdown feature for important events and special occasions.,"['important events', 'special occasions', 'dates', 'time preferences']"
"The mobile app offers convenient access to check usage, manage Wi-Fi network, pay bills, and oversee services with ease, ensuring users are always up to date on their Telenet account.","The user checks their mobile data, texts, and minutes usage.","['mobile data usage', 'text messages usage', 'minutes usage']"
"The mobile app offers convenient access to check usage, manage Wi-Fi network, pay bills, and oversee services with ease, ensuring users are always up to date on their Telenet account.",The user configures usage notifications for additional control.,"['notification settings', 'preferred communication method', 'device type']"
"The mobile app offers convenient access to check usage, manage Wi-Fi network, pay bills, and oversee services with ease, ensuring users are always up to date on their Telenet account.",The user enables Wi-Fi Sharing to give guests instant network access.,"['Wi-Fi network information', 'device information']"
"The mobile app offers convenient access to check usage, manage Wi-Fi network, pay bills, and oversee services with ease, ensuring users are always up to date on their Telenet account.",The user measures internet speed or reboots the modem via the app.,"['internet speed', 'modem status']"
"The mobile app offers convenient access to check usage, manage Wi-Fi network, pay bills, and oversee services with ease, ensuring users are always up to date on their Telenet account.",The user views bills from up to 14 months back.,"['billing information', 'payment history', 'account details']"
"The mobile app offers convenient access to check usage, manage Wi-Fi network, pay bills, and oversee services with ease, ensuring users are always up to date on their Telenet account.",The user authorizes and administers direct debit payments.,"['bank account information', 'payment amounts', 'payment schedules', 'transaction history']"
"The mobile app offers convenient access to check usage, manage Wi-Fi network, pay bills, and oversee services with ease, ensuring users are always up to date on their Telenet account.",The user sees all their services presented in detail.,{'Personal data': []}
"The mobile app offers convenient access to check usage, manage Wi-Fi network, pay bills, and oversee services with ease, ensuring users are always up to date on their Telenet account.","The user checks and updates their customer account, login, and personal details.","['customer account details', 'login information', 'personal details']"
"The mobile app offers convenient access to check usage, manage Wi-Fi network, pay bills, and oversee services with ease, ensuring users are always up to date on their Telenet account.",The user navigates to find answers to their questions using the Support function.,"['questions', 'search queries', 'support interactions']"
"The mobile app offers convenient access to check usage, manage Wi-Fi network, pay bills, and oversee services with ease, ensuring users are always up to date on their Telenet account.",The user asks experts in De Netweters for assistance.,"['question', 'expertise needed', 'user profile information']"
"The mobile app offers convenient access to check usage, manage Wi-Fi network, pay bills, and oversee services with ease, ensuring users are always up to date on their Telenet account.",The user finds the nearest Telenet shop for further support.,"['location', 'Telenet shop locations', 'support needs']"
"The mobile app offers a convenient and enjoyable shopping experience for shoes, handbags, clothing, and accessories from various top brands, along with features like membership benefits, product availability checking, image search, barcode scanner, and payment options, while also providing fashion inspiration and customer support.",The user joins the CCC Club to access promotions and benefits.,"['email address', 'name', 'date of birth', 'location', 'interests']"
"The mobile app offers a convenient and enjoyable shopping experience for shoes, handbags, clothing, and accessories from various top brands, along with features like membership benefits, product availability checking, image search, barcode scanner, and payment options, while also providing fashion inspiration and customer support.",The user explores top brands available on the app.,"['brand preferences', 'shopping interests', 'purchase history']"
"The mobile app offers a convenient and enjoyable shopping experience for shoes, handbags, clothing, and accessories from various top brands, along with features like membership benefits, product availability checking, image search, barcode scanner, and payment options, while also providing fashion inspiration and customer support.",The user scans their feet in the CCC or eFootwear store for esize.me recommendations.,"['foot scans', 'shoe size', 'foot shape']"
"The mobile app offers a convenient and enjoyable shopping experience for shoes, handbags, clothing, and accessories from various top brands, along with features like membership benefits, product availability checking, image search, barcode scanner, and payment options, while also providing fashion inspiration and customer support.",The user utilizes the image search feature to find desired shoes and handbags.,"['searched images', 'shopping preferences', 'style preferences', 'size preferences']"
"The mobile app offers a convenient and enjoyable shopping experience for shoes, handbags, clothing, and accessories from various top brands, along with features like membership benefits, product availability checking, image search, barcode scanner, and payment options, while also providing fashion inspiration and customer support.",The user follows the latest fashion trends and styles for inspiration.,"['fashion trends', 'style inspiration']"
"The mobile app offers a convenient and enjoyable shopping experience for shoes, handbags, clothing, and accessories from various top brands, along with features like membership benefits, product availability checking, image search, barcode scanner, and payment options, while also providing fashion inspiration and customer support.",The user makes safe purchases using various payment options provided by the app.,"['payment information', 'billing address', 'shipping address']"
"The mobile app offers a convenient and enjoyable shopping experience for shoes, handbags, clothing, and accessories from various top brands, along with features like membership benefits, product availability checking, image search, barcode scanner, and payment options, while also providing fashion inspiration and customer support.",The user checks the most frequently asked questions or contacts Customer Service through the app.,"['frequently asked questions', 'customer service interactions']"
"The mobile app allows users to make online and in-store purchases with deferred payments through PayPo, offering the convenience of confirming orders with a single button and paying later, along with tracking transactions, accessing a variety of stores, and ensuring secure online shopping experiences.",The user downloads the free mobile app PayPo for online and in-store shopping with deferred payments.,"['name', 'email address', 'shipping address', 'payment information']"
"The mobile app allows users to make online and in-store purchases with deferred payments through PayPo, offering the convenience of confirming orders with a single button and paying later, along with tracking transactions, accessing a variety of stores, and ensuring secure online shopping experiences.","The user makes purchases in popular stores using the app, confirms orders with a single button, and pays at their convenience.","['purchase history', 'order confirmations', 'payment information', 'location data']"
"The mobile app allows users to make online and in-store purchases with deferred payments through PayPo, offering the convenience of confirming orders with a single button and paying later, along with tracking transactions, accessing a variety of stores, and ensuring secure online shopping experiences.",The user tracks their transactions using the intuitive and easy-to-use PayPo app.,"['transactions', 'purchase history', 'payment methods', 'financial information']"
