summary,actions,datatypes
"The mobile app is a GPS camera used for fieldwork, allowing users to overlay and stamp photos with location, direction, altitude, date, and time taken, with additional features available for purchase such as editable notes overlay, custom export filename, batch edit notes overlay fields, and more.","The user searches for photos by date, date range, or text used in notes and address.","['photos', 'dates', 'text in notes', 'addresses']"
"The mobile app allows Bank of Valletta customers to securely authenticate online purchases using their debit or credit card through a one-time enrollment process and either a passcode or biometric authentication, ensuring safe transactions even in areas with no internet connectivity.",The user reports suspicious communications or transactions to Bank of Valletta immediately if needed.,"['suspicious communications', 'transactions']"
"The mobile app allows you to manage your FBTO health insurance, including submitting health invoices, viewing your insurance details, and monitoring your healthcare expenses and payments conveniently.",The user can upload their healthcare bills.,"['healthcare bills', 'medical conditions', 'treatment received', 'insurance information']"
"The mobile app offers a variety of benefits and features for shopping, including the ability to purchase favorite products, access to services such as glückskind and PAYBACK, and a unified view of all coupons, with the option to customize the app based on personal preferences and easily redeem coupons both in-store and online.","The user accesses and manages their coupons from dm, glückskind, and PAYBACK in the 'Coupons' section.","['coupons', 'shopping preferences', 'loyalty program memberships']"
"The mobile app offers a personalized music streaming experience with a vast music catalog, personalized playlists, offline listening, and various features like music identification, customized recommendations, and different subscription options for ad-free, high-quality music streaming.",The user shares their love for music on social networks using the 'share' function.,"['music preferences', 'social network accounts']"
"The mobile app provides a platform for users to create valuable relationships, find friends, and make empowered connections through its unique approach of allowing women to make the first move in dating, networking, and friend-finding modes.","The app provides a platform for users to create new connections through different modes like Bumble Date, Bumble BFF, and Bumble Bizz.","['profile information', 'photos', 'location data', 'interests', 'profession', 'gender', 'sexual orientation']"
"The mobile app allows you to manage your everyday banking needs conveniently on your phone, including opening accounts, applying for loans, making payments, enhancing security features, and accessing various banking services.",The user applies for a credit card in their app in minutes.,"['personal identification information', 'financial information', 'employment status', 'credit score']"
"The mobile app offers a variety of benefits and features for shopping, including the ability to purchase favorite products, access to services such as glückskind and PAYBACK, and a unified view of all coupons, with the option to customize the app based on personal preferences and easily redeem coupons both in-store and online.",The user views various highlights and recommendations on their personalized homepage upon opening the app.,"['user preferences', 'viewing history', 'location data', 'interests']"
"The mobile app allows you to swap faces with friends or photos in real-time, featuring a variety of built-in masks, face warping, and AR face swaps for endless fun.",The user sees their talking face on Marilyn Monroe's photo.,"['face image', ""Marilyn Monroe's photo"", ""user's photo""]"
"The mobile app is a comprehensive photography tool that enhances your iPhone camera capabilities with features like touch exposure, digital zoom, scene modes, effects, and sharing options, providing users with the ability to take great photos and edit them seamlessly.",Different border designs are available in Camera+ to add finishing touches to photos.,"['photos', 'preferred border designs']"
"The mobile app offers over 900 fun and stylish photo effects, including montages, filters, frames, and caricature effects, with a neat interface for easy creation and sharing of unique photo montages and collages without ads or watermarks.",The user can add their own text onto the picture for most effects.,"['text content', 'pictures', 'preferred effects', 'creative preferences']"
"The mobile app is a universal video and audio baby monitoring tool that allows you to listen to sounds, stream live video, and soothe your child remotely with unlimited range, available on various devices and platforms, with features such as live HD video, activity log, night mode, two-way communication, lullabies, nightlight, vibration alarm, and customization options, prioritizing reliability, security, and privacy.",The user can check their baby's activity log to track sleep patterns and replay sounds from monitoring sessions.,"[""baby's sleep patterns"", 'baby monitoring sessions']"
"The mobile app provides a fully redesigned experience for Vodafone Mobile and Vodafone Home subscribers to easily manage their mobile and fixed line services, including controlling usage, activating bundles, viewing and paying bills, accessing special offers, reporting network issues, and contacting customer service.",The user searches for the nearest Vodafone shop using an interactive map in My Vodafone.,"['location', 'search query', 'device type']"
"The mobile app tracks Heart Rate Variability measurements from your Apple Watch to provide insight on your body's stress levels, readiness, recovery, and overall health, with features like notifications, daily tracking, comparison with key metrics, long-term trend analysis, and widgets for easy monitoring.",The user views widgets on their iPhone that display HRV values and trends.,"['HRV values', 'HRV trends']"
"The mobile app provides users with a comprehensive overview of their pension scheme, including savings, returns, insurance policies, contributions, costs, and the option to book consultations and meetings with advisors, accessible in both Danish and English.",The user can follow the deposits and contributions.,"['financial transactions', 'contributions']"
"The mobile app provides access to the standard RAL colour sample chart through an easy-to-use scroll table, allowing users to select and compare colors for real-life applications, with compatibility for iPhone X.",The app displays the selected color and its name.,"{'Personal data': ['selected color', 'color name']}"
"The mobile app offers access to 55,000 beauty products, exclusive member benefits, social sharing, beauty trends, tutorials, reviews, product ratings, favorites saving, customer service chat, giveaways, and a variety of beauty inspirations and hacks in a judgment-free environment.","The user scrolls through hair, skin, makeup, and fragrance categories.","['hair preferences', 'skin care preferences', 'makeup preferences', 'fragrance preferences']"
"The mobile app helps users find job opportunities, stay informed with industry news, expand their professional network, and access tools for career development, including job notifications and interview tips, all while showcasing their experience, skills, and connections on their LinkedIn profiles.","The user stays informed with industry news, receives relevant daily updates, and shares content within the LinkedIn community and with contacts.","['industry news', 'daily updates', 'shared content', 'LinkedIn community', 'contacts']"
"The mobile app offers personal advice, market navigation, inspiration, care calendar, exclusive discounts, and more for DIY projects related to home and garden, providing expert tips, step-by-step guides, and shopping assistance with the ability to receive support via chat or video, and access to exclusive deals and product information directly on your smartphone, making it a convenient tool for all your DIY needs.",The user adds necessary items to their shopping cart or list for their next purchase at OBI Markt.,"['shopping items', 'purchase preferences']"
"The mobile app is a secure and convenient marketplace where buyers and sellers can transact with bank ID verification, integrated payment methods, buyer protection, and easy shipping options, offering a wide range of items for sale and providing a user-friendly platform for selling unwanted items.",The app facilitates secure transactions between buyers and sellers.,"['payment information', 'shipping address', 'purchase history', 'communication between buyer and seller']"
"The mobile app allows users to explore and interact with horses in various settings like a stable, arena, forest, and shop, while also offering the ability to create original stories through in-app recording.",The app provides support for creating and sharing stories with no time limit or high scores.,"['stories', 'creative content', 'sharing preferences']"
"The mobile app is a GPS camera used for fieldwork, allowing users to overlay and stamp photos with location, direction, altitude, date, and time taken, with additional features available for purchase such as editable notes overlay, custom export filename, batch edit notes overlay fields, and more.",The user shares photos individually or as a zip file via the share sheet.,"['photos', 'shared files', 'device information']"
"The mobile app allows users to explore and interact with horses in various settings like a stable, arena, forest, and shop, while also offering the ability to create original stories through in-app recording.",The user rides motorcycles and camps out under the stars.,"['motorcycle riding', 'camping preferences', 'location history']"
"The mobile app Mi carpeta Ciudadana provides citizens with easy access to their personal information and interactions with various public administrations, offering features such as notifications, calendar alerts, document storage, and access to government services, all secured through the use of Cl@ve platform credentials.","The user can customize app preferences, including managing personal photo and receiving notifications for appointments and document expirations.","['app preferences', 'personal photo', 'notifications', 'appointments', 'document expirations']"
"The mobile app helps users plan and navigate their journeys with multiple modes of transport, purchase tickets conveniently, keep all tickets in one place, compare route options, and easily manage ticket information and payments.","The user buys tickets for long-distance travel, trains, and regional and local transport in one go through the app.","['travel itinerary', 'payment information', 'location data', 'travel preferences']"
"The mobile app allows users to manage their electricity and gas-related matters, such as submitting meter readings, paying bills, viewing multiple account statements, and setting up notifications for bill arrivals and meter reading periods.",The user can save their bank card details for quick payments in the future.,['bank card details']
"The mobile app offers convenient shopping options, including exclusive promotions, online ordering with delivery or pick-up, digital SuperPlus card access, Nutri-Score discounts, and easy access to account features such as e-Deals and point redemption.",The user scans the barcode of a product to access information like the Nutri-Score.,"['barcode', 'product information', 'Nutri-Score']"
"The mobile app offers fast, secure instant messaging synchronized across all devices, with features including unlimited message types, strong encryption, large group capabilities, reliable data transfer, customizable themes, and secret chats for maximum privacy.",The user accesses powerful photo and video editing tools within the app.,"['photos', 'videos', 'editing preferences']"
"The mobile app is a rule-based proxy utility client for iPhone/iPad that captures and redirects HTTP/HTTPS/TCP traffic, records and displays requests, configures rules, measures traffic usage and network speed, imports rule files, blocks ads, performs local DNS mapping, works on cellular networks, decrypts HTTPS traffic, and supports various plugins and DNS protocols.",The app supports multi-level forward proxy.,"['IP addresses', 'network traffic', 'proxy settings']"
"The mobile app offers personal advice, market navigation, inspiration, care calendar, exclusive discounts, and more for DIY projects related to home and garden, providing expert tips, step-by-step guides, and shopping assistance with the ability to receive support via chat or video, and access to exclusive deals and product information directly on your smartphone, making it a convenient tool for all your DIY needs.",The user gets support from Fachberatern via messages or video chat.,"['messages', 'video chat', 'support topics', 'personal challenges']"
"The mobile app offers low-cost flight deals to over 200 destinations, along with options to book hotels, airport parking, car hire, taxi services, and more, making it easy to plan and organize your travel experience efficiently.",The user shares flight searches with friends and family or sends travel companions their boarding pass.,"['flight searches', 'boarding passes', 'travel companions', 'travel preferences']"
"The mobile app allows users to find and photograph over 1000 dwarfs in WrocÅaw, offering a unique way to explore the city's attractions and earn stamps for achievements.",The user sightsees the city and visits its most beautiful places.,"['location data', 'travel interests', 'photos', 'videos']"
"The mobile app can read your mind to guess the character you're thinking of by asking questions, with the option to create a user account to track achievements, challenge the genie on various themes, win Aki Awards, compete with other players, and customize the genie's appearance.",The user can add magic by proposing a photo or questions.,"['photos', 'questions']"
"The mobile app is a comprehensive Greek calendar and events app with features like SMS reminders, multiple customization options, Greeklish translation, and a large database of events.",The user creates and edits documents in the digital library.,"['documents', 'editing history', 'usage statistics']"
"The mobile app Tori is Finland's largest and most popular marketplace, offering users the ability to easily buy, sell, and communicate with others while finding new homes for their unwanted items.",The user communicates securely with trading partners within the Tori app.,"['messages', 'user ID', 'profile information', 'transaction history']"
"The mobile app provides 24/7 access to all the products and deals from the Action store, allowing users to stay updated on weekly promotions, new products, easily add items to favorites, personalize product recommendations, scan items for more information, and store digital receipts in one convenient location.",The user creates a list of favorite products within the app to keep track of items they want to purchase.,"['products', 'shopping interests']"
"The mobile app is a comprehensive camping and RV site guide with detailed information on over 14,000 camping sites and 11,500 RV sites in Germany and Europe, featuring availability and real-time pricing for 4,000 sites, ADAC Campcard discounts, user reviews, and offline functionality, along with an ADAC classification system for quality assessment and savings through the digital ADAC Campcard.",The user plans for the next camping season using the app.,"['camping preferences', 'locations of interest', 'gear preferences']"
"The mobile app is a comprehensive tool designed for backpackers seeking farm jobs in Australia, providing a database of over 2000 companies, a map showing farm locations, direct contact with farmers, filters for specific job preferences, and assistance in calculating days for visa applications.",The user applies filters to search for farm jobs in specific locations or for specific types of fruit.,"['location preferences', 'job preferences', 'fruit preferences']"
"The mobile app offers world-class entertainment with a wide range of content, including movies, TV series, and over 150 TV channels for on-demand viewing, allowing users to customize their own package and enjoy the best experiences across all their devices.",The user creates a customized package of their favorite content to enjoy on all their devices.,"['content preferences', 'devices used', 'viewing habits']"
"The mobile app provides a convenient and simple experience for purchasing a wide range of products for home improvement, decoration, and gardening from Leroy Merlin, allowing for quick in-store pickups or home deliveries, order tracking, store information, and loyalty rewards.","The user tracks the status of their orders, including shipping details, invoices, and receipts.","['order details', 'shipping information', 'invoices', 'receipts']"
"The mobile app is a micro-browser designed for Apple Watch, offering limited but convenient internet browsing features when no other device is available, including the ability to open URLs, search with DuckDuckGo, view history, save pages to favorites, and use complications for quick access.",The user uses the iOS companion app to manage bookmarks.,{'Personal data': ['bookmarks']}
"The mobile app is a micro-browser designed for Apple Watch, offering limited but convenient internet browsing features when no other device is available, including the ability to open URLs, search with DuckDuckGo, view history, save pages to favorites, and use complications for quick access.",The user views their recently visited pages.,"['browsing history', 'visited pages', 'time of visit']"
"The mobile app offers fun and effective language learning in over 40 languages through gamified lessons, developed by experts to improve speaking, reading, listening, and writing skills, with progress tracking and a global community of over 500 million learners.","The user practices speaking, reading, understanding, and writing in over 40 languages.","['spoken language skills', 'reading skills', 'listening skills', 'writing skills', 'language preferences']"
"The mobile app offers a personalized music streaming experience with a vast music catalog, personalized playlists, offline listening, and various features like music identification, customized recommendations, and different subscription options for ad-free, high-quality music streaming.","The user explores the latest music trends, editorial choices, concerts, podcasts, audiobooks, and engages in blind tests.","['music preferences', 'concert attendance', 'podcasts interests', 'audiobooks interests']"
"The mobile app is an ultimate offline map for travelers, mountain biking, and hiking enthusiasts worldwide, offering detailed maps, in-depth content, worldwide coverage, trip planning features, offline functionality, and the ability to share plans with friends.","The user reads what others say about CityMaps2Go from Time Magazine, WSJ, and Macworld.","['CityMaps2Go app', 'Time Magazine review', 'WSJ review', 'Macworld review']"
"The mobile app allows users to make online and in-store purchases with deferred payments through PayPo, offering the convenience of confirming orders with a single button and paying later, along with tracking transactions, accessing a variety of stores, and ensuring secure online shopping experiences.","The user makes purchases in popular stores using the app, confirms orders with a single button, and pays at their convenience.","['purchase history', 'order confirmations', 'payment information', 'location data']"
"The mobile app Mi carpeta Ciudadana provides citizens with easy access to their personal information and interactions with various public administrations, offering features such as notifications, calendar alerts, document storage, and access to government services, all secured through the use of Cl@ve platform credentials.",The user accesses their personal information and interactions with various public administrations.,"{'Personal data': ['personal information', 'interactions', 'public administrations']}"
"The mobile app from Bank of Ireland allows users to conveniently manage their banking needs on the go, with features such as biometric login, card management, applying for loans, checking balances, making payments, and more.","The user gets insurance for home, car, travel, and family using the app.","['home address', 'car details', 'travel plans', 'family member information']"
"The mobile app allows users to send and receive large files of up to 200 GB, providing features such as download status tracking, transfer forwarding and deletion, notifications, file previews, and additional tools for creative inspiration and collaboration.","The user uses Paper® for sketching, painting, and drawing on iOS.","{'Personal data': ['drawings', 'paintings', 'sketches', 'iOS device information']}"
"The mobile app is a comprehensive tool developed by experts to guide you in performing correct pelvic floor exercises for rehabilitation and strengthening after pregnancy, with features like reminders, photos, videos, and sound files available across different experience levels.",The user accesses photos and videos with exercises within the app.,"['exercise preferences', 'fitness goals', 'video viewing habits']"
"The mobile app offers a VPN proxy service for iPhone and iPad users with 11 protocols to choose from, support for up to 5 devices, 8000+ servers worldwide, fast connections, strict privacy policy, and security tools like Kill Switch for premium users.",The user may manage subscription settings in the app after purchase.,"['subscription settings', 'purchase history', 'payment information']"
"The mobile app Packing Pro is a super-enhanced travel list app with unlimited, customizable packing lists, iCloud support, sharing options, expert list assistance, a huge master catalog, sample packing lists, and customizable design features.","Users can total list items, weights, and values by bag, by person, and by category.","['list items', 'weights', 'values', 'bag', 'person', 'category']"
"The mobile app is an interactive tool for learning and practicing Estonian verbs with activities such as quizzes and drills to help improve grammar and expand vocabulary, suitable for beginners and intermediate learners alike.","In the settings, the user selects which tenses to drill in the games.","['language settings', 'tense preferences']"
"The mobile app allows users to connect with friends, share everyday moments and highlights, create and discover short videos, explore content tailored to their interests, and interact with brands and small businesses.",The user posts photos and videos on their feed to be displayed on their profile.,"['photos', 'videos', 'user profile', 'privacy settings']"
"The mobile app is an intuitive and powerful function generator that allows users to play various test tones, frequency sweeps, volume sweeps, music tones, and noise types, with advanced settings for customization and configuration flexibility.",The user tries the music tones playback feature.,['music preferences']
"The mobile app offers live TV streaming and recording capabilities from a variety of compatible set-top-boxes, with features such as channel navigation, timer management, and transcoding support, requiring iOS devices with specific system requirements for optimal performance.","The user watches live TV, downloads recordings, and listens to radio directly from their set-top-box using Blackbox.","['viewing habits', 'recordings', 'radio listening preferences']"
"The mobile app offers Amsterdam Audio Tours for exploring the fascinating area of Amsterdam with virtual guides and experts, providing interactive stories and insights on various topics while navigating through the Red Light District using GPS and offline capabilities.","The user can play, pause, stop, and respond to the audio content at their own pace.","['audio content', 'playback preferences']"
"The mobile app allows users to customize their membership, access their digital loyalty card, track personal discounts and rewards, manage their loyalty points, and utilize a convenient payment feature, offering various benefits for members of the largest customer club in Austria.",The user accesses their digital jÃ¶ card through the app.,['digital jö card']
"The mobile app is an adblocker for YouTube videos that removes all video and text ads, supports various video features, and improves browser speed and performance.","The app mentions that it is not created or endorsed by Google Inc., and that the use of YouTube trademarks is subject to Google Permissions.",{'Personal data': []}
"The mobile app allows users to connect with others for free video calls, messaging, and personalized news, as well as utilize Bing GPT-4 for trip planning, jokes, film recommendations, and creative questions, and offers additional features like a second phone number and various permissions for enhanced functionality.",The user unleashes their creativity using ChatGPT in Skype.,"['creative content', 'usage data', 'chat logs', 'topics of interest']"
"The mobile app makes it easy to manage MEO services, offering tailored deals, enhancing MEO experience, managing family services, viewing and paying bills, tracking usage, utilizing a digital assistant, accessing contract information, obtaining PIN and PUK for mobiles, and accessing customer support channels.","The user tracks their consumption and expenses, setting limits for extra charges and choosing active services.","['consumption data', 'expenses', 'spending limits', 'active services']"
"The mobile app is a GPS camera used for fieldwork, allowing users to overlay and stamp photos with location, direction, altitude, date, and time taken, with additional features available for purchase such as editable notes overlay, custom export filename, batch edit notes overlay fields, and more.","The user defines the photo export filename from a selection of fields like Project Name, Description, Watermark, etc.","['Project Name', 'Description', 'Watermark']"
"The mobile app from Bank of Ireland allows users to conveniently manage their banking needs on the go, with features such as biometric login, card management, applying for loans, checking balances, making payments, and more.",The user views and exports statements for the last 7 years.,"['financial statements', 'income', 'expenses', 'account transactions']"
"The mobile app offers a comprehensive solution for banking and insurance needs, allowing users to manage finances, investments, loans, insurance policies, and access a range of additional services like ticket ordering and property transactions conveniently and securely.","The user can make payments through transfer, QR code, or Payconiq by Bancontact.","['payment information', 'transaction history', 'billing address']"
"The mobile app allows you to manage your everyday banking needs conveniently on your phone, including opening accounts, applying for loans, making payments, enhancing security features, and accessing various banking services.","The user taps their transactions to see more information like the time, date, and type of transaction made.","['transaction details', 'time', 'date', 'type of transaction']"
"The mobile app assists with tracking and unlocking camos for over 110 weapons in Call of Duty Modern Warfare 3, including multiplayer and Zombies mode challenges, with no automatic progression fetching feature.",The user manually enters their camo progression.,{'Personal data': ['camo progression']}
"The mobile app allows users to browse the latest collections, add items to favorites, and conveniently shop online for trendy clothing and accessories for women, men, kids, and infants, including eco-friendly options and premium unisex collections.",The user explores premium and unisex collections.,"['shopping preferences', 'clothing sizes', 'style preferences']"
"The mobile app allows you to manage your FBTO health insurance, including submitting health invoices, viewing your insurance details, and monitoring your healthcare expenses and payments conveniently.",The user can view their FBTO healthcare pass.,['healthcare pass']
"The mobile app transforms your photos into luminous watercolors, allowing you to create beautiful art for your home and share on social media, with customizable styles and high-resolution export options, supported on iOS devices.",The user exports images at high resolution.,"['images', 'resolution preferences']"
"The mobile app helps users find job opportunities, stay informed with industry news, expand their professional network, and access tools for career development, including job notifications and interview tips, all while showcasing their experience, skills, and connections on their LinkedIn profiles.",The user discovers career opportunities across various industries and receives job notifications.,"['job preferences', 'industry interests', 'location preferences', 'work experience']"
"The mobile app can read your mind to guess the character you're thinking of by asking questions, with the option to create a user account to track achievements, challenge the genie on various themes, win Aki Awards, compete with other players, and customize the genie's appearance.","The user can follow the genie on social media platforms like Facebook, Twitter, and Instagram.","['social media platforms followed', 'user preferences']"
"The mobile app allows users to manage their electricity and gas-related matters, such as submitting meter readings, paying bills, viewing multiple account statements, and setting up notifications for bill arrivals and meter reading periods.",The user consents to receiving notifications regarding services used and new opportunities by downloading the mobile application.,"['notification preferences', 'services used', 'new opportunities', 'mobile application download']"
"The mobile app is a simple chromatic tuner with a tone generator and features such as live pitch graph, accurate tuning to ±0.1 cents, tone range of 3 octaves, adjustable A⁴ frequency, piano key visualization, detection latency settings, smart detection using machine learning, system time display, and line thickness adjustment for live pitch graph.",The user enables Smart Detection for pitch detection based on specific instrument or vocal sounds.,"['instrument preferences', 'vocal preferences']"
"The mobile app offers over 180 knots across various categories for fishing, climbing, boating, scouting, and more, with detailed reference information and interactive 3D animations for easy learning and practice.",The user saves favorite knots for quick review in Knots 3D app.,['favorite knots']
"The mobile app offers a personalized music streaming experience with a vast music catalog, personalized playlists, offline listening, and various features like music identification, customized recommendations, and different subscription options for ad-free, high-quality music streaming.",The user enjoys a wide music catalog with personalized recommendations based on their likes.,"['music preferences', 'liked songs', 'listening history', 'favorite genres']"
"The mobile app allows users to customize their membership, access their digital loyalty card, track personal discounts and rewards, manage their loyalty points, and utilize a convenient payment feature, offering various benefits for members of the largest customer club in Austria.",The user customizes their membership in the jÃ¶ Bonus Club using the app.,"['membership preferences', 'purchase history', 'location', 'communication preferences']"
"The mobile app allows users to easily book, manage, and check in for trips with Aer Lingus, access boarding passes, receive live flight updates, earn AerClub rewards, and enjoy in-flight dining and shopping options.","Users receive live flight updates, boarding times, and gate information via push notifications on the app.","['flight information', 'boarding times', 'gate information']"
"The mobile app offers convenient shopping options, including exclusive promotions, online ordering with delivery or pick-up, digital SuperPlus card access, Nutri-Score discounts, and easy access to account features such as e-Deals and point redemption.",The user benefits from discounts on fresh products with Nutri-Score A or B through Nutri-Boost.,"['shopping preferences', 'nutritional preferences', 'location data']"
"The mobile app offers access to 55,000 beauty products, exclusive member benefits, social sharing, beauty trends, tutorials, reviews, product ratings, favorites saving, customer service chat, giveaways, and a variety of beauty inspirations and hacks in a judgment-free environment.",The user explores various beauty styles and scents.,"['beauty styles', 'scents']"
"The mobile app Packing Pro is a super-enhanced travel list app with unlimited, customizable packing lists, iCloud support, sharing options, expert list assistance, a huge master catalog, sample packing lists, and customizable design features.",Users can print packing lists directly to a printer with multiple columns.,"['packing lists', 'printer preferences']"
"The mobile app offers a convenient shopping experience with a wide range of brands, exclusive benefits, digital receipts, events, surprises, and competitions, including access to the beauty universe Goodie Beauty, encouraging users to download for a comprehensive Goodie experience.",The user utilizes the scan feature to retrieve pricing and information about products in-store.,"['location data', 'purchase history', 'product preferences', 'scanned products']"
"The mobile app allows users to plan routes along official hiking trails in Poland, record tracks, view points of interest, and access detailed touristic maps for various regions, with offline map downloads available.",The user plans hiking routes along official trails in Poland.,"['location', 'hiking interests', 'trail preferences', 'fitness level', 'planned itinerary']"
"The mobile app helps users plan and navigate their journeys with multiple modes of transport, purchase tickets conveniently, keep all tickets in one place, compare route options, and easily manage ticket information and payments.",The user buys all the tickets for their journey in one go through the app.,"['payment information', 'travel destination', 'travel dates', 'passenger names']"
"The mobile app provides a convenient way to manage incoming and outgoing shipments, check postal hours, create a queue ticket for faster postal service, make online postage payments, track shipments, and receive notifications about shipment status updates.",The user can submit shipments without waiting at the post office by providing shipment data and paying postage through the application.,"['shipment data', 'payment information']"
"The mobile app is a health and wellness platform in the Baltics with over 130,000 users, offering a variety of services to help users take care of their wellness, track health expenses, and use employer-provided compensation.","Stebby users browse a wide selection of options including sports clubs, spas, rehabilitation services, massages, and health insurance.","['sports interests', 'health interests', 'location', 'health insurance preferences']"
"The mobile app provides easy and convenient access to selected ABUS products through a user-friendly interface, allowing for setup of cameras and recorders via QR code or IP address input, simultaneous viewing of recordings and live images from up to 16 cameras, remote access to live images and recordings, push notifications for events like doorbells, direct saving of images/clips, pinch-to-zoom function, control of PTZ cameras, and operation of switches or relays for functions like opening doors or activating light switches.",The user arranges camera layout using drag & drop feature.,"['camera layout', 'drag & drop feature']"
"The mobile app offers convenient access to check usage, manage Wi-Fi network, pay bills, and oversee services with ease, ensuring users are always up to date on their Telenet account.",The user authorizes and administers direct debit payments.,"['bank account information', 'payment amounts', 'payment schedules', 'transaction history']"
"The mobile app is a comprehensive companion for Tesla vehicles, offering convenient features such as using your watch as a vehicle key, monitoring charge status, controlling vehicle functions, and ensuring security and privacy through direct communication with Tesla API servers.",The user receives a notification if their vehicle is in a pre-configured location and not plugged in.,"['vehicle location', 'plug status']"
"The mobile app offers a holistic well-being plan and mental health activities personalized by psychologists to help users improve various aspects of their lives, track their progress, and access support from professionals, all aimed at enhancing mental peace and reducing stress and anxiety.","VOS Plan invites the user to personalized daily activities such as breathing exercises, meditation, and online therapy chat.","['daily activities', 'breathing exercises', 'meditation', 'online therapy chat']"
"The mobile app offers convenient shopping options, including exclusive promotions, online ordering with delivery or pick-up, digital SuperPlus card access, Nutri-Score discounts, and easy access to account features such as e-Deals and point redemption.","The user accesses their Superplus account to activate e-Deals, check Superplus credit, redeem points, or donate points to charity.","['Superplus account information', 'e-Deals activation status', 'Superplus credit balance', 'Redeemed points history', 'Donated points history']"
"The mobile app offers a fun and interactive hair salon experience with realistic hair styling, a variety of tools, braiding options, beard grooming, advanced hair color tools, clothing changes, accessories, photo booth features, and a gender-neutral aesthetic for kids to enjoy without time limits or third-party advertising.",The user styles the hair of the selected character using realistic hair movements.,"['hairstyle preferences', 'character selection', 'hair movement data']"
"The mobile app is a GPS camera used for fieldwork, allowing users to overlay and stamp photos with location, direction, altitude, date, and time taken, with additional features available for purchase such as editable notes overlay, custom export filename, batch edit notes overlay fields, and more.","The user overlays and stamps photos with location, direction, altitude, date & time taken.","['photos', 'location data', 'direction data', 'altitude data', 'date & time data']"
"The mobile app provides a comprehensive overview of Club Matas member benefits, personalized shopping experiences with a wide range of products, opportunities to earn bonus gifts through Mine Brands, daily competitions, and assistance with in-store discounts and product information.","The user has a personalized shopping experience by searching, scanning a barcode, or taking a picture to find desired products.","['search history', 'scanned barcodes', 'product preferences', 'images taken for product search']"
"The mobile app is an intuitive and powerful function generator that allows users to play various test tones, frequency sweeps, volume sweeps, music tones, and noise types, with advanced settings for customization and configuration flexibility.",The user uses the BPM (Beats per Minute) feature.,"{'Personal data': ['heart rate', 'physical activity level', 'music preferences']}"
"The mobile app offers convenient access to check usage, manage Wi-Fi network, pay bills, and oversee services with ease, ensuring users are always up to date on their Telenet account.",The user measures internet speed or reboots the modem via the app.,"['internet speed', 'modem status']"
